date,maturity_0.33,maturity_0.67,maturity_1.00,maturity_1.50,maturity_2.00,maturity_2.50,maturity_3.00,maturity_3.50,maturity_4.00,maturity_4.50,maturity_5.00,beta0,beta1,beta2,tau
2012-07-13,0.4,0.36,0.34,0.32,0.32,0.33,0.36,0.4,0.46,0.54,0.62,31.68061604650847,-31.23982658821707,-34.69601934775636,12.129018464584448
2012-07-16,0.4,0.36,0.34,0.33,0.32,0.33,0.35,0.39,0.45,0.52,0.6,44.05600297410043,-43.61744364008405,-47.59944522852068,14.875476187297789
2012-07-17,0.4,0.37,0.34,0.33,0.33,0.34,0.37,0.41,0.47,0.54,0.62,19.891147505766956,-19.449922979579256,-22.1198809835926,9.712075090168167
2012-07-18,0.4,0.34,0.3,0.27,0.27,0.27,0.3,0.34,0.4,0.47,0.56,10.208399046907745,-9.749640016635276,-12.37612339009487,6.129455309905419
2012-07-19,0.4,0.34,0.3,0.28,0.27,0.28,0.31,0.36,0.42,0.5,0.59,10.542596718280675,-10.083523343877474,-12.707582511766072,6.089962241829822
2012-07-20,0.39,0.32,0.28,0.24,0.23,0.24,0.27,0.31,0.37,0.45,0.54,8.814186939197924,-8.35500688347963,-11.04854300300567,5.402027464269776
2012-07-23,0.39,0.32,0.28,0.25,0.24,0.25,0.27,0.31,0.37,0.45,0.53,9.08720401332366,-8.635194525504977,-11.26414435678856,5.661859973463129
2012-07-24,0.38,0.32,0.28,0.26,0.25,0.25,0.28,0.32,0.38,0.46,0.54,13.684961578363962,-13.249563811646437,-16.199110048748746,7.22450227559451
2012-07-25,0.38,0.31,0.27,0.24,0.23,0.24,0.27,0.31,0.37,0.45,0.54,9.120191822244713,-8.676842933127158,-11.31119011131664,5.573811540415834
2012-07-26,0.37,0.31,0.28,0.25,0.24,0.26,0.29,0.34,0.41,0.5,0.59,13.88538948229513,-13.45578234448007,-16.397865679509916,6.91021863895822
2012-07-27,0.38,0.33,0.29,0.27,0.28,0.3,0.33,0.39,0.47,0.55,0.65,9.555516763669702,-9.116931886687738,-11.449564841230798,5.563749810430566
2012-07-30,0.35,0.3,0.26,0.23,0.23,0.24,0.28,0.34,0.42,0.51,0.61,13.950643008447459,-13.533242968804611,-16.52258041031773,6.662546907202013
2012-07-31,0.34,0.27,0.23,0.2,0.2,0.21,0.24,0.3,0.37,0.46,0.55,8.332131256852477,-7.923255887580339,-10.46453962048864,5.03905097947277
2012-08-01,0.34,0.28,0.25,0.23,0.23,0.24,0.28,0.33,0.4,0.49,0.58,11.433373185093846,-11.038512641511634,-13.603145516989995,6.273770731461418
2012-08-02,0.37,0.31,0.28,0.26,0.25,0.26,0.29,0.33,0.4,0.48,0.56,13.312651135703678,-12.890271791456245,-15.662463171944239,7.100972791721294
2012-08-03,0.38,0.32,0.29,0.28,0.28,0.3,0.33,0.38,0.46,0.54,0.64,14.444055050373873,-14.017932276541558,-16.690626990309365,7.215706104914157
2012-08-06,0.37,0.3,0.26,0.23,0.23,0.24,0.28,0.33,0.4,0.48,0.57,5.853918910651876,-5.411790658141585,-7.598555180069063,4.157120030205782
2012-08-07,0.37,0.31,0.28,0.26,0.26,0.27,0.31,0.37,0.44,0.53,0.63,14.287078842529294,-13.862295660736955,-16.69702539721877,6.9521241090215184
2012-08-08,0.39,0.35,0.32,0.3,0.31,0.33,0.36,0.41,0.48,0.56,0.65,13.208384965274405,-12.771207120345185,-15.158591622108357,7.149646543073921
2012-08-09,0.4,0.36,0.33,0.33,0.34,0.36,0.39,0.44,0.51,0.59,0.69,26.742326522486206,-26.308953072400286,-29.222467211238886,10.789280657773487
2012-08-10,0.4,0.36,0.32,0.31,0.32,0.34,0.36,0.41,0.47,0.55,0.64,14.438379041856253,-13.995815160767972,-16.455595072867894,7.703675488497504
2012-08-13,0.4,0.37,0.35,0.34,0.34,0.35,0.38,0.43,0.49,0.57,0.66,51.21718738517594,-50.77760398606346,-54.774574899158985,15.701317881473834
2012-08-14,0.41,0.37,0.34,0.33,0.34,0.35,0.39,0.44,0.51,0.6,0.69,19.311025885537028,-18.85762507164418,-21.599881318811303,8.755831421949312
2012-08-15,0.41,0.37,0.34,0.33,0.34,0.36,0.4,0.46,0.54,0.62,0.72,12.537527005219031,-12.080057188838435,-14.34934490662395,6.687720513781009
2012-08-16,0.41,0.37,0.35,0.34,0.36,0.38,0.43,0.49,0.57,0.65,0.75,9.168087529369782,-8.714269949098819,-10.53235959902608,5.619814354302947
2012-08-17,0.4,0.36,0.33,0.33,0.34,0.36,0.41,0.47,0.55,0.64,0.74,11.843486780198639,-11.398140877347606,-13.526367900649127,6.400806873322036
2012-08-20,0.41,0.37,0.35,0.34,0.35,0.38,0.42,0.49,0.56,0.65,0.75,11.191967810029249,-10.737086884060961,-12.767161847788076,6.257557883207242
2012-08-21,0.41,0.37,0.36,0.36,0.37,0.4,0.45,0.51,0.59,0.68,0.77,10.024890429252935,-9.577871962122135,-11.287116890398432,6.013206863888165
2012-08-22,0.4,0.36,0.34,0.34,0.35,0.38,0.42,0.48,0.56,0.64,0.74,12.025132189045019,-11.587916098580799,-13.5337213958404,6.7104048023386005
2012-08-23,0.41,0.36,0.34,0.33,0.34,0.36,0.4,0.45,0.52,0.6,0.69,8.951055585165454,-8.499250808018449,-10.395352671419682,5.742489619641459
2012-08-24,0.39,0.34,0.31,0.29,0.29,0.31,0.35,0.41,0.48,0.56,0.65,7.492194713126914,-7.042796681714195,-9.095390806149899,4.928952946785004
2012-08-28,0.39,0.33,0.29,0.27,0.27,0.28,0.32,0.37,0.44,0.52,0.61,7.3454506831353354,-6.892716603197707,-9.11179377875808,4.84699160501856
2012-08-29,0.39,0.33,0.3,0.28,0.29,0.31,0.34,0.39,0.46,0.54,0.63,7.32726560729922,-6.884847288169155,-8.91049638114973,4.964183709960959
2012-08-30,0.39,0.33,0.29,0.26,0.26,0.27,0.31,0.36,0.43,0.5,0.59,5.675901371974531,-5.214904619836417,-7.293629783959352,4.1689437326999546
2012-08-31,0.38,0.32,0.29,0.26,0.26,0.27,0.3,0.36,0.42,0.5,0.59,9.14219805029163,-8.702164161259876,-11.117745539920938,5.584232255769676
2012-09-03,0.38,0.32,0.28,0.26,0.25,0.26,0.29,0.34,0.41,0.49,0.58,11.326610000573776,-10.886065403824047,-13.614536719348596,6.2472346335253945
2012-09-04,0.38,0.33,0.3,0.27,0.26,0.27,0.31,0.35,0.42,0.5,0.58,11.07730614271294,-10.636316892471022,-13.226248600037366,6.332249960219916
2012-09-05,0.38,0.34,0.31,0.28,0.28,0.29,0.32,0.37,0.43,0.5,0.59,15.022000366196934,-14.588584087987016,-17.33450389222808,7.774006985736635
2012-09-06,0.38,0.34,0.31,0.3,0.31,0.32,0.36,0.41,0.48,0.56,0.65,14.150512268778282,-13.726874914441401,-16.09801882979643,7.482878091782584
2012-09-07,0.39,0.35,0.32,0.31,0.32,0.33,0.36,0.41,0.47,0.55,0.63,13.223234621338705,-12.792245453378937,-15.059961338563618,7.472921178769824
2012-09-10,0.39,0.36,0.35,0.34,0.35,0.37,0.4,0.45,0.51,0.58,0.67,28.92376550775354,-28.504396161872705,-31.100261710788637,12.190899000160302
2012-09-11,0.39,0.35,0.34,0.33,0.34,0.36,0.39,0.44,0.5,0.57,0.65,11.232280255629243,-10.810773003678475,-12.603612747416356,7.174863628478551
2012-09-12,0.39,0.36,0.35,0.35,0.37,0.39,0.43,0.49,0.55,0.63,0.72,14.92007293346842,-14.503713792815947,-16.241645643175485,8.301703447869462
2012-09-13,0.39,0.36,0.35,0.35,0.36,0.39,0.43,0.48,0.55,0.63,0.72,16.531112683170107,-16.11265286409449,-17.997888100233457,8.688143717850217
2012-09-14,0.39,0.36,0.36,0.37,0.39,0.42,0.47,0.53,0.61,0.69,0.79,16.59467314317376,-16.184177656902925,-17.73859076502518,8.60916326545631
2012-09-17,0.39,0.37,0.36,0.37,0.39,0.42,0.47,0.53,0.6,0.68,0.77,11.057764491286209,-10.643290707288694,-11.944356077233769,6.955173064979835
2012-09-18,0.39,0.37,0.36,0.36,0.38,0.41,0.45,0.51,0.57,0.65,0.74,13.849839274228842,-13.43381415785811,-14.960961903559632,8.061797634627785
2012-09-19,0.39,0.36,0.35,0.36,0.38,0.4,0.44,0.49,0.56,0.63,0.72,15.048576517741326,-14.638319659546163,-16.209320839680352,8.629597265904582
2012-09-20,0.39,0.36,0.35,0.35,0.36,0.39,0.43,0.48,0.54,0.62,0.7,10.53613994509773,-10.118124884662315,-11.627149161524123,6.908873076740815
2012-09-21,0.39,0.36,0.35,0.35,0.37,0.39,0.43,0.48,0.55,0.62,0.71,14.208654125326914,-13.79322958776723,-15.473211467494943,8.198359418417928
2012-09-24,0.39,0.36,0.35,0.36,0.38,0.41,0.45,0.5,0.56,0.63,0.71,5.915787379870185,-5.503474912724343,-6.52183282711776,5.047562558613242
2012-09-25,0.39,0.36,0.35,0.36,0.38,0.41,0.45,0.5,0.56,0.63,0.71,5.915787379870185,-5.503474912724343,-6.52183282711776,5.047562558613242
2012-09-26,0.39,0.36,0.36,0.36,0.37,0.4,0.44,0.49,0.54,0.61,0.68,5.738634498198203,-5.323914026558192,-6.348392190277852,5.117052475438021
2012-09-27,0.38,0.36,0.35,0.35,0.36,0.39,0.43,0.48,0.54,0.61,0.69,10.279723221113478,-9.872206123588853,-11.240121065838004,7.050556987107266
2012-09-28,0.38,0.34,0.32,0.31,0.33,0.35,0.39,0.44,0.51,0.58,0.67,7.219322999475712,-6.800252519218812,-8.377146764795842,5.232963240735453
2012-10-01,0.37,0.34,0.32,0.32,0.33,0.36,0.39,0.45,0.51,0.58,0.67,9.959670922902301,-9.557176100785414,-11.171536274537605,6.567985837159554
2012-10-02,0.36,0.33,0.31,0.31,0.32,0.35,0.39,0.44,0.5,0.57,0.66,7.6823412109518765,-7.288560451128502,-8.728543295755408,5.655542562753631
2012-10-03,0.36,0.33,0.31,0.3,0.31,0.33,0.37,0.42,0.48,0.55,0.64,11.561723119082979,-11.164756259682806,-13.027091611196896,7.112503934514161
2012-10-04,0.37,0.34,0.32,0.31,0.32,0.34,0.38,0.43,0.49,0.57,0.65,11.087311315521536,-10.679128723836449,-12.522107385344654,6.892747434490923
2012-10-05,0.38,0.34,0.32,0.32,0.33,0.35,0.39,0.45,0.51,0.59,0.68,10.287136552704627,-9.871944150262566,-11.663679890146188,6.430506444757585
2012-10-08,0.37,0.33,0.31,0.29,0.3,0.32,0.36,0.41,0.48,0.55,0.64,8.38108663299936,-7.964359527670087,-9.817295980754219,5.61751980875058
2012-10-09,0.37,0.34,0.32,0.31,0.32,0.34,0.38,0.43,0.49,0.56,0.65,11.570716576875114,-11.163748703207759,-13.02602212148288,7.112142411250296
2012-10-10,0.38,0.34,0.33,0.32,0.33,0.36,0.4,0.45,0.51,0.59,0.67,7.038161033586824,-6.621762811553465,-8.09930734130753,5.256199673985661
2012-10-11,0.39,0.36,0.34,0.33,0.34,0.37,0.41,0.46,0.52,0.59,0.68,7.474644905557709,-7.0452464831274515,-8.573282910383233,5.464936799774142
2012-10-12,0.39,0.37,0.35,0.34,0.35,0.36,0.39,0.44,0.5,0.57,0.65,30.114892639039624,-29.68969773503762,-32.452092465391786,12.51950050162784
2012-10-15,0.39,0.36,0.35,0.34,0.36,0.38,0.42,0.47,0.53,0.6,0.69,12.337667055350693,-11.918563375066002,-13.59981290139172,7.580054109735563
2012-10-16,0.39,0.37,0.36,0.36,0.37,0.4,0.44,0.5,0.56,0.64,0.72,11.850576426384517,-11.430544581596324,-12.941451270671806,7.376407247317147
2012-10-17,0.39,0.36,0.35,0.35,0.37,0.4,0.45,0.52,0.59,0.68,0.77,8.647611246130952,-8.22267758372535,-9.67300226353387,5.612130876775037
2012-10-18,0.4,0.37,0.36,0.36,0.38,0.42,0.47,0.53,0.61,0.69,0.79,8.169168222529901,-7.735819958753407,-9.117152212540827,5.419772538640695
2012-10-19,0.39,0.37,0.36,0.36,0.38,0.42,0.46,0.53,0.6,0.68,0.77,8.214281861775081,-7.7920080740190905,-9.066636197458825,5.6461693811104325
2012-10-22,0.39,0.36,0.34,0.34,0.37,0.41,0.46,0.53,0.6,0.69,0.78,4.8362919545040635,-4.403004298341207,-5.613261823065155,3.773367278493764
2012-10-23,0.39,0.36,0.34,0.33,0.35,0.38,0.43,0.49,0.57,0.65,0.74,6.669457833027381,-6.23319408005881,-7.7351906182102494,4.699718386113513
2012-10-24,0.39,0.37,0.35,0.34,0.36,0.39,0.44,0.5,0.57,0.65,0.74,7.594187262150621,-7.161578298720363,-8.626096472607475,5.259539590409888
2012-10-25,0.41,0.39,0.37,0.37,0.39,0.43,0.48,0.54,0.62,0.7,0.79,6.485778895582836,-6.035579366078721,-7.323999178376266,4.698530204697851
2012-10-26,0.4,0.38,0.36,0.36,0.37,0.4,0.45,0.51,0.58,0.67,0.76,13.572045683554212,-13.134644941829876,-14.959875533736126,7.39495107519822
2012-10-29,0.4,0.38,0.36,0.34,0.35,0.38,0.43,0.48,0.55,0.63,0.72,10.667982616941167,-10.221770726165337,-12.06473524420364,6.437623061963819
2012-10-30,0.4,0.37,0.36,0.35,0.37,0.4,0.44,0.5,0.57,0.65,0.74,10.500289962061673,-10.066377582911555,-11.685358243219314,6.509449276168098
2012-10-31,0.4,0.38,0.36,0.36,0.37,0.41,0.45,0.51,0.58,0.66,0.75,9.111802216408254,-8.674541888402329,-10.172308218021968,5.977811198265302
2012-11-01,0.39,0.37,0.36,0.34,0.36,0.39,0.44,0.5,0.57,0.66,0.75,12.839394689667943,-12.408897321864007,-14.227879847314037,7.123214883501872
2012-11-02,0.4,0.37,0.35,0.34,0.36,0.39,0.44,0.5,0.57,0.65,0.74,6.132814292899078,-5.687716964783874,-7.116703900489376,4.5325864797447295
2012-11-05,0.39,0.37,0.34,0.33,0.34,0.36,0.4,0.46,0.53,0.61,0.7,14.741899458340425,-14.306513715882101,-16.496037360841164,7.717929350622004
2012-11-06,0.39,0.37,0.35,0.34,0.34,0.37,0.41,0.47,0.54,0.62,0.71,16.243151256277283,-15.809598404971503,-17.999668052087184,8.217221585642482
2012-11-07,0.39,0.36,0.33,0.32,0.32,0.34,0.38,0.43,0.5,0.58,0.67,16.191604429368976,-15.755544554791083,-18.21633775343495,8.093899940057884
2012-11-08,0.4,0.37,0.35,0.33,0.33,0.35,0.39,0.44,0.51,0.59,0.67,13.96307827618781,-13.515232687242788,-15.807534906235382,7.53054241324296
2012-11-09,0.4,0.37,0.35,0.33,0.33,0.34,0.37,0.42,0.49,0.56,0.65,38.26910598457684,-37.82466047698411,-41.50420380398569,13.233786209684572
2012-11-12,0.39,0.36,0.34,0.32,0.32,0.34,0.37,0.42,0.48,0.56,0.64,18.625792106329538,-18.19156455403508,-20.771272125828567,9.085120754050735
2012-11-13,0.39,0.35,0.33,0.32,0.32,0.33,0.37,0.42,0.48,0.56,0.64,14.791966350407945,-14.360880797504727,-16.694656679470697,7.9520323368566075
2012-11-14,0.39,0.36,0.34,0.33,0.34,0.36,0.4,0.45,0.51,0.58,0.66,7.53531826739696,-7.105192707270929,-8.660279759317834,5.571306213027592
2012-11-15,0.38,0.35,0.33,0.32,0.32,0.33,0.37,0.42,0.49,0.56,0.65,27.563134461892936,-27.14289922439253,-30.10665732458979,11.213959852337261
2012-11-16,0.39,0.36,0.34,0.33,0.33,0.35,0.39,0.44,0.5,0.57,0.65,9.914188135673687,-9.48286253181086,-11.299399961221734,6.513828049516021
2012-11-19,0.38,0.36,0.34,0.33,0.34,0.36,0.4,0.45,0.52,0.59,0.67,11.833828698342012,-11.414599762726043,-13.217935417870066,7.236342209458304
2012-11-20,0.38,0.36,0.35,0.35,0.36,0.39,0.44,0.5,0.57,0.64,0.73,9.368508103272504,-8.955304519526461,-10.352227371048327,6.253961003840259
2012-11-21,0.4,0.39,0.38,0.38,0.39,0.43,0.47,0.53,0.59,0.67,0.75,11.015176870802382,-10.585466048531762,-11.908710227206559,7.153263153212807
2012-11-22,0.4,0.38,0.37,0.37,0.39,0.42,0.47,0.52,0.59,0.67,0.75,8.086748184907927,-7.65667274274424,-8.892226758828036,5.809265684273936
2012-11-23,0.4,0.39,0.39,0.39,0.41,0.44,0.48,0.54,0.6,0.68,0.76,20.865594027630955,-20.44422015298674,-21.907276413368912,10.717543262420415
2012-11-26,0.4,0.39,0.39,0.39,0.41,0.44,0.48,0.54,0.6,0.68,0.76,20.865594027630955,-20.44422015298674,-21.907276413368912,10.717543262420415
2012-11-27,0.4,0.39,0.38,0.39,0.41,0.44,0.48,0.54,0.6,0.67,0.76,14.150401618970385,-13.729666855690954,-14.968744718132958,8.613576072981958
2012-11-28,0.39,0.38,0.37,0.37,0.38,0.41,0.45,0.5,0.56,0.63,0.71,13.901821829762701,-13.4843694998621,-14.92682094325386,8.540272714210259
2012-11-29,0.4,0.39,0.38,0.38,0.39,0.42,0.45,0.5,0.56,0.63,0.71,26.30902362511906,-25.88372737477621,-27.79217786793353,12.359998428369227
2012-11-30,0.4,0.38,0.38,0.38,0.39,0.42,0.46,0.51,0.57,0.64,0.72,13.468219886647628,-13.045237677816978,-14.424492036458341,8.430490868112093
2012-12-03,0.4,0.38,0.38,0.38,0.4,0.43,0.47,0.53,0.59,0.67,0.75,12.497434205924893,-12.075048234985193,-13.374321673649698,7.837571941631153
2012-12-04,0.4,0.38,0.37,0.37,0.38,0.41,0.45,0.51,0.57,0.64,0.72,8.525886043936323,-8.095331111285239,-9.390290929959628,6.1677129055110305
2012-12-05,0.4,0.37,0.36,0.35,0.36,0.39,0.42,0.48,0.54,0.61,0.68,5.919940920551101,-5.482293924509114,-6.775308872853815,4.8837851902121034
2012-12-06,0.4,0.38,0.36,0.34,0.35,0.36,0.4,0.45,0.51,0.58,0.65,10.433522610040402,-9.989424361134956,-11.819036919309475,6.832582404686885
2012-12-07,0.4,0.37,0.35,0.33,0.33,0.35,0.38,0.43,0.49,0.56,0.64,13.638356490372269,-13.194320909602535,-15.414361055882207,7.7705612891535925
2012-12-10,0.4,0.37,0.35,0.34,0.34,0.36,0.39,0.44,0.5,0.57,0.65,14.526678193885086,-14.087986242418989,-16.232845661399917,8.185266603587355
2012-12-11,0.4,0.37,0.36,0.35,0.35,0.37,0.4,0.46,0.52,0.59,0.68,28.093605652075578,-27.65891766899242,-30.38833841399344,11.679507843254598
2012-12-12,0.4,0.37,0.35,0.33,0.33,0.36,0.39,0.45,0.51,0.59,0.67,10.650311054482643,-10.202980844840063,-12.200942374129664,6.518487241088311
2012-12-13,0.4,0.37,0.36,0.35,0.35,0.37,0.41,0.46,0.53,0.6,0.69,24.737922997628022,-24.302455721348068,-26.87952028324526,10.773508369768132
2012-12-14,0.4,0.37,0.36,0.35,0.36,0.38,0.42,0.47,0.54,0.61,0.7,16.45027914913416,-16.016513395643337,-18.068765186011994,8.668744554027143
2012-12-17,0.4,0.38,0.37,0.36,0.37,0.39,0.43,0.49,0.56,0.63,0.72,17.99962892062046,-17.563357958860912,-19.612977841724344,9.093820660153513
2012-12-18,0.4,0.38,0.37,0.36,0.38,0.41,0.45,0.51,0.58,0.66,0.75,14.167815037698864,-13.734889006069256,-15.460876437838014,7.8670895537684995
2012-12-19,0.4,0.39,0.38,0.38,0.4,0.43,0.47,0.53,0.6,0.68,0.77,24.98766499181304,-24.561090085708283,-26.429529952178324,11.219267157253487
2012-12-20,0.4,0.4,0.39,0.39,0.41,0.43,0.48,0.53,0.6,0.68,0.76,28.40539211551791,-27.977318507831505,-29.815517719344694,12.459917014153685
2012-12-21,0.4,0.39,0.38,0.37,0.38,0.41,0.44,0.5,0.56,0.64,0.72,27.141164232234885,-26.708434281299272,-28.92749445101098,11.864865097953823
2012-12-24,0.41,0.4,0.38,0.38,0.4,0.42,0.46,0.51,0.57,0.65,0.73,21.94524692205793,-21.507237870773277,-23.415950293873042,10.735035652693886
2012-12-27,0.41,0.39,0.38,0.37,0.37,0.39,0.43,0.48,0.54,0.61,0.69,17.43877552927359,-16.9925128528726,-19.044780721462992,9.275603970198986
2012-12-28,0.4,0.39,0.38,0.37,0.38,0.4,0.43,0.48,0.55,0.62,0.7,37.342831920617954,-36.90900125113635,-39.556453479388466,14.28345627050864
2012-12-31,0.4,0.39,0.37,0.37,0.38,0.41,0.44,0.49,0.55,0.62,0.7,15.462995790175233,-15.032701283750406,-16.70940321998712,8.977601580786681
2013-01-02,0.41,0.39,0.39,0.39,0.41,0.45,0.49,0.55,0.62,0.7,0.78,9.384666117692316,-8.950354351985395,-10.10992743005983,6.434581742043946
2013-01-03,0.41,0.4,0.39,0.4,0.42,0.46,0.51,0.58,0.66,0.74,0.83,8.853739020094741,-8.413893060478042,-9.559131517791405,5.887712819102177
2013-01-04,0.41,0.4,0.4,0.41,0.44,0.48,0.54,0.61,0.69,0.78,0.88,13.404307309177497,-12.972832092481612,-14.111259046217793,7.513850360017509
2013-01-07,0.41,0.4,0.4,0.41,0.44,0.48,0.54,0.61,0.69,0.78,0.87,9.602161270549798,-9.169016238705323,-10.168526243723868,6.175077334037034
2013-01-08,0.4,0.39,0.38,0.39,0.41,0.45,0.5,0.57,0.65,0.74,0.83,12.804551133263569,-12.376376221839108,-13.715371517349132,7.27337605907308
2013-01-09,0.4,0.39,0.38,0.39,0.41,0.45,0.5,0.57,0.64,0.73,0.82,11.876096896506882,-11.44953634605982,-12.708059219108346,7.0883595086319
2013-01-10,0.4,0.39,0.39,0.41,0.44,0.49,0.55,0.62,0.7,0.78,0.88,7.059037448916697,-6.640322926706808,-7.40722782110718,5.14244447354943
2013-01-11,0.4,0.4,0.4,0.41,0.44,0.48,0.54,0.61,0.68,0.77,0.86,11.721603117396839,-11.301088244041326,-12.21366933092205,7.253839277304673
2013-01-14,0.4,0.4,0.4,0.41,0.43,0.47,0.52,0.59,0.66,0.74,0.83,14.705067615859685,-14.28330024925459,-15.335515285296003,8.497422825000275
2013-01-15,0.4,0.4,0.4,0.4,0.42,0.46,0.51,0.57,0.65,0.73,0.83,32.20126057053482,-31.775987762939103,-33.49620925144162,12.855383307157393
2013-01-16,0.4,0.4,0.39,0.4,0.42,0.45,0.5,0.56,0.63,0.71,0.8,24.70960587673799,-24.286285702371618,-25.800236076696514,11.43751967911656
2013-01-17,0.41,0.41,0.41,0.43,0.46,0.5,0.55,0.62,0.69,0.77,0.86,12.725545349970307,-12.302217051107942,-13.037285624099562,8.02720903352839
2013-01-18,0.41,0.41,0.41,0.42,0.44,0.48,0.54,0.6,0.68,0.76,0.85,13.626815717125364,-13.194240213141068,-14.230552466989028,8.002100382654245
2013-01-21,0.41,0.41,0.41,0.43,0.45,0.5,0.55,0.62,0.7,0.78,0.88,20.4328017329986,-20.007157623424504,-21.02160603675808,10.172920177976344
2013-01-22,0.41,0.41,0.41,0.42,0.45,0.49,0.54,0.61,0.68,0.76,0.85,12.148051684608895,-11.719564247794398,-12.594784828598204,7.6498947354714195
2013-01-23,0.4,0.39,0.39,0.39,0.41,0.45,0.5,0.57,0.64,0.72,0.81,10.622235627378013,-10.195008503454149,-11.363065591400666,6.757342125942872
2013-01-24,0.4,0.39,0.38,0.38,0.41,0.44,0.5,0.56,0.64,0.72,0.81,8.377121605508117,-7.945200419290174,-9.113937062616742,5.694532942419255
2013-01-25,0.4,0.4,0.4,0.41,0.44,0.48,0.53,0.6,0.68,0.77,0.86,21.660637905992854,-21.241452543462717,-22.425510354097668,10.359933406625423
2013-01-28,0.4,0.4,0.39,0.4,0.43,0.48,0.54,0.61,0.69,0.77,0.87,7.146945572782341,-6.718374865930162,-7.6258161262068125,5.0883632580575675
2013-01-29,0.4,0.39,0.38,0.39,0.42,0.47,0.52,0.59,0.67,0.76,0.85,7.272264700862838,-6.844158555473923,-7.847013929257843,5.111779715406374
2013-01-30,0.4,0.4,0.4,0.41,0.44,0.48,0.54,0.6,0.68,0.77,0.87,26.590550891625035,-26.172401002309332,-27.444447929950826,11.593464177393486
2013-01-31,0.4,0.4,0.4,0.41,0.43,0.48,0.53,0.6,0.68,0.76,0.86,15.820304609417722,-15.398073212258495,-16.503778676184886,8.577973264923987
2013-02-01,0.4,0.39,0.38,0.39,0.41,0.45,0.5,0.57,0.65,0.74,0.84,17.863318315408478,-17.43611087044172,-18.98671387330622,8.75811857660052
2013-02-04,0.4,0.38,0.38,0.38,0.4,0.44,0.49,0.56,0.63,0.72,0.82,15.421614170132743,-14.995361116421062,-16.51660303901467,8.096740275023546
2013-02-05,0.4,0.38,0.37,0.37,0.39,0.43,0.49,0.56,0.64,0.73,0.83,8.91231071506574,-8.47491722776231,-9.875485104612704,5.543777086420036
2013-02-06,0.4,0.38,0.37,0.36,0.38,0.41,0.47,0.54,0.62,0.71,0.81,12.242101471232854,-11.801386513156283,-13.536528812864944,6.6626181884473885
2013-02-07,0.41,0.39,0.38,0.37,0.38,0.42,0.48,0.55,0.63,0.73,0.83,14.02610610825185,-13.572651326097553,-15.484725796753871,7.052437548120598
2013-02-08,0.41,0.39,0.38,0.37,0.38,0.41,0.47,0.54,0.62,0.71,0.81,14.783200649596909,-14.330048473464828,-16.296031971531605,7.390879463248429
2013-02-11,0.41,0.39,0.37,0.36,0.37,0.41,0.46,0.53,0.62,0.71,0.81,12.393144462463237,-11.934808930982621,-13.887479547004556,6.505383621691533
2013-02-12,0.41,0.39,0.38,0.38,0.39,0.43,0.48,0.55,0.64,0.73,0.84,27.192960708198598,-26.74813815664241,-29.117379861404725,10.430692569001403
2013-02-13,0.41,0.4,0.39,0.39,0.41,0.46,0.52,0.6,0.69,0.79,0.9,14.308708182539334,-13.860700922343458,-15.505479291554906,7.068996790652597
2013-02-14,0.4,0.39,0.38,0.37,0.39,0.43,0.49,0.57,0.66,0.76,0.87,18.554817664433795,-18.11178761118253,-20.133717669243964,8.136867185779023
2013-02-15,0.41,0.4,0.39,0.39,0.4,0.44,0.5,0.58,0.67,0.77,0.88,27.322744253894324,-26.87346046526115,-29.18968728349878,10.211324256676326
2013-02-18,0.41,0.39,0.38,0.38,0.39,0.43,0.49,0.57,0.66,0.77,0.88,27.13013840761706,-26.68062196739996,-29.16030253636304,9.918076334237272
2013-02-19,0.4,0.39,0.38,0.37,0.38,0.42,0.48,0.56,0.65,0.75,0.86,25.219212972284176,-24.774632866819122,-27.183514697107935,9.62635912019339
2013-02-20,0.4,0.37,0.35,0.34,0.35,0.38,0.44,0.52,0.62,0.72,0.84,20.602069925110573,-20.150126463979287,-22.849153800576442,8.104092740895702
2013-02-21,0.39,0.36,0.34,0.32,0.32,0.35,0.41,0.48,0.57,0.67,0.78,19.20852734341069,-18.761434822740874,-21.54427781782469,7.911768554000982
2013-02-22,0.4,0.37,0.35,0.34,0.34,0.37,0.42,0.49,0.58,0.68,0.79,33.24943581908002,-32.801356120087405,-36.158554822885876,10.938702437721517
2013-02-25,0.4,0.37,0.35,0.33,0.33,0.36,0.41,0.48,0.56,0.66,0.76,18.398012075482164,-17.943649725875623,-20.632169486471387,7.955440261758507
2013-02-26,0.39,0.36,0.33,0.31,0.32,0.34,0.39,0.45,0.53,0.62,0.71,10.524813733515218,-10.07772379603466,-12.232928650784121,5.943625291795862
2013-02-27,0.39,0.35,0.32,0.3,0.31,0.34,0.38,0.45,0.53,0.62,0.72,9.59992131487014,-9.151910663542512,-11.306141070178349,5.484971392083856
2013-02-28,0.38,0.34,0.31,0.29,0.3,0.33,0.38,0.45,0.53,0.62,0.72,7.438378155470546,-6.995463811986818,-8.953991254214726,4.655273623683144
2013-03-01,0.38,0.34,0.3,0.27,0.27,0.29,0.34,0.41,0.49,0.58,0.68,9.273143439882013,-8.819075369904025,-11.250289410040907,5.194122369154646
2013-03-04,0.38,0.34,0.31,0.29,0.29,0.31,0.36,0.42,0.5,0.59,0.69,12.888269667264806,-12.4493679815467,-14.976413148720583,6.523727820323736
