date,maturity_0.33,maturity_0.67,maturity_1.00,maturity_1.50,maturity_2.00,maturity_2.50,maturity_3.00,maturity_3.50,maturity_4.00,maturity_4.50,maturity_5.00,beta0,beta1,beta2,tau
2011-06-22,0.53,0.56,0.61,0.68,0.79,0.94,1.11,1.29,1.47,1.64,1.81,6.554924726649813,-6.001036008158958,-6.492238192814092,2.804083701521642
2011-06-23,0.53,0.55,0.59,0.66,0.78,0.93,1.09,1.27,1.44,1.62,1.78,5.914971292133286,-5.354212236016217,-5.988815280414567,2.5499756485581
2011-06-24,0.53,0.56,0.59,0.67,0.79,0.94,1.1,1.27,1.44,1.61,1.78,5.928920765254128,-5.37462589190972,-5.898006971348712,2.6062679073552304
2011-06-27,0.53,0.55,0.59,0.67,0.8,0.95,1.12,1.3,1.48,1.66,1.83,5.976999579413714,-5.41965479708777,-6.02882949697385,2.512185641129153
2011-06-28,0.54,0.56,0.63,0.75,0.88,1.02,1.19,1.37,1.55,1.73,1.9,6.815692285800273,-6.298076206550852,-6.210294971093207,2.995451330213012
2011-06-29,0.56,0.57,0.64,0.76,0.9,1.07,1.25,1.44,1.62,1.8,1.98,5.493623845627653,-4.932283281365028,-5.278535357957054,2.23756064381745
2011-06-30,0.56,0.57,0.63,0.74,0.89,1.08,1.27,1.47,1.66,1.84,2.01,4.943364581887902,-4.34416719920458,-5.082655357348628,1.867615354203601
2011-07-01,0.54,0.57,0.62,0.74,0.91,1.11,1.3,1.5,1.68,1.86,2.03,4.631931455974439,-4.051666452866235,-4.734351079991139,1.7237778017935765
2011-07-04,0.54,0.57,0.61,0.72,0.88,1.07,1.26,1.46,1.64,1.82,1.99,4.787511550499282,-4.201173621565985,-4.944751590128655,1.816391159005624
2011-07-05,0.54,0.56,0.6,0.71,0.86,1.04,1.22,1.41,1.59,1.76,1.93,4.724500700964218,-4.144068556058561,-4.8594094988157694,1.8640182799002922
2011-07-06,0.53,0.56,0.6,0.69,0.83,0.99,1.16,1.34,1.52,1.7,1.86,5.438158874171399,-4.8827999342255275,-5.4124276301979775,2.286977448177858
2011-07-07,0.53,0.56,0.6,0.71,0.85,1.02,1.2,1.39,1.57,1.75,1.92,5.302074383656461,-4.747249311862076,-5.283167117486795,2.1546937117716705
2011-07-08,0.53,0.56,0.6,0.68,0.81,0.97,1.14,1.32,1.49,1.67,1.83,5.473313231211816,-4.913159005546075,-5.486525909107295,2.329424982777949
2011-07-11,0.53,0.56,0.61,0.7,0.8,0.92,1.07,1.23,1.39,1.56,1.72,8.911340284335104,-8.39257513135911,-8.270679241782135,4.102012056358622
2011-07-12,0.52,0.54,0.56,0.63,0.74,0.88,1.03,1.2,1.36,1.53,1.7,6.095041199771155,-5.542366134073274,-6.234496851062758,2.7178407108774674
2011-07-13,0.53,0.54,0.56,0.63,0.75,0.89,1.05,1.21,1.38,1.55,1.71,5.351954406287914,-4.778918762787997,-5.601234440373172,2.362745624226793
2011-07-14,0.53,0.54,0.57,0.64,0.75,0.88,1.04,1.21,1.38,1.55,1.71,5.981536008206215,-5.417136576433611,-6.156109937383195,2.6406429396843123
2011-07-15,0.53,0.54,0.58,0.66,0.75,0.87,1.02,1.18,1.35,1.52,1.68,7.904852569831615,-7.364839957361847,-7.797326303831907,3.5324522610255116
2011-07-18,0.53,0.54,0.58,0.66,0.74,0.85,0.99,1.14,1.3,1.46,1.63,10.736143602475723,-10.20838521844671,-10.41727833385222,4.706498306186187
2011-07-19,0.53,0.55,0.57,0.65,0.75,0.87,1.01,1.16,1.32,1.48,1.65,7.522376464902096,-6.982656376266567,-7.385364415862218,3.4909901451811547
2011-07-20,0.53,0.54,0.57,0.64,0.75,0.88,1.03,1.19,1.36,1.52,1.68,5.84675774986547,-5.2884987785160025,-5.945960807059624,2.6700370716135295
2011-07-21,0.53,0.55,0.58,0.66,0.78,0.92,1.08,1.24,1.41,1.58,1.74,5.667937540536705,-5.113182859543287,-5.68105424684826,2.5409706439449424
2011-07-22,0.53,0.55,0.58,0.65,0.76,0.9,1.05,1.21,1.38,1.54,1.7,5.788157121607239,-5.230388303009163,-5.8275597101888374,2.6420795132147346
2011-07-25,0.53,0.55,0.57,0.63,0.74,0.86,1.01,1.17,1.33,1.49,1.65,6.10242922843402,-5.539659908303018,-6.222093369889008,2.816879585692309
2011-07-26,0.53,0.54,0.57,0.64,0.74,0.87,1.02,1.18,1.34,1.5,1.66,5.878184150584887,-5.320154907532344,-5.970733348462276,2.720430022309919
2011-07-27,0.52,0.54,0.56,0.62,0.71,0.83,0.97,1.13,1.29,1.45,1.61,7.152490285113643,-6.60328847380787,-7.2722876029239725,3.280401248048306
2011-07-28,0.53,0.54,0.56,0.61,0.7,0.82,0.95,1.11,1.26,1.42,1.58,6.8869794035056096,-6.32413650530245,-7.097777286889727,3.204033842736802
2011-07-29,0.53,0.54,0.56,0.61,0.68,0.79,0.93,1.07,1.23,1.38,1.54,7.917105706373375,-7.355347503876121,-8.151630063780683,3.6519658870969445
2011-08-01,0.53,0.54,0.55,0.59,0.66,0.76,0.88,1.02,1.17,1.32,1.48,9.567954629147042,-9.00592588150076,-9.911020938627232,4.300067648843489
2011-08-02,0.53,0.54,0.56,0.59,0.65,0.73,0.84,0.97,1.11,1.26,1.41,18.12037454694568,-17.56785774608831,-18.490928733313115,6.945719088198288
2011-08-03,0.53,0.53,0.54,0.58,0.64,0.72,0.83,0.95,1.08,1.23,1.37,11.114626725937681,-10.561696187602081,-11.444156926484476,5.12878130995473
2011-08-04,0.52,0.53,0.53,0.55,0.6,0.68,0.78,0.9,1.04,1.18,1.33,16.41205686598222,-15.855655384599899,-17.182411045682414,6.463309163166418
2011-08-05,0.49,0.46,0.45,0.47,0.52,0.62,0.73,0.87,1.01,1.16,1.32,7.08337681610334,-6.52564640747425,-8.119867694910766,3.3110438587155167
2011-08-08,0.48,0.45,0.43,0.43,0.47,0.55,0.66,0.79,0.93,1.07,1.23,8.059404976536113,-7.500115933969592,-9.416588528222569,3.6716726394496826
2011-08-09,0.47,0.44,0.42,0.42,0.47,0.55,0.66,0.79,0.93,1.08,1.24,8.333866458351471,-7.787699151542528,-9.69236284438103,3.732796156105288
2011-08-10,0.47,0.43,0.4,0.39,0.41,0.47,0.55,0.66,0.79,0.93,1.07,11.639860498067069,-11.09370832629344,-13.551422065848673,4.905924538071921
2011-08-11,0.48,0.45,0.44,0.45,0.48,0.54,0.63,0.73,0.86,0.99,1.13,12.443859571549481,-11.914635635554422,-13.793695219968045,5.435239691671931
2011-08-12,0.48,0.46,0.46,0.46,0.5,0.55,0.64,0.74,0.86,1.0,1.14,23.08114210152078,-22.56052709798861,-24.722071611152394,8.06141570992863
2011-08-15,0.49,0.47,0.47,0.48,0.52,0.58,0.67,0.77,0.89,1.02,1.16,14.948240283398258,-14.421521929931998,-16.068664560737584,6.331129872648181
2011-08-16,0.5,0.5,0.5,0.51,0.55,0.62,0.71,0.81,0.93,1.06,1.2,17.579074097038827,-17.044117696334407,-18.531221355423583,7.118957435191927
2011-08-17,0.5,0.48,0.48,0.48,0.5,0.56,0.64,0.74,0.85,0.97,1.1,14.572692243849293,-14.027565027951542,-15.857762997484622,6.353164516031428
2011-08-18,0.49,0.46,0.44,0.43,0.45,0.5,0.58,0.68,0.79,0.9,1.03,9.05271246232652,-8.496750733579102,-10.440177765160493,4.581382804035286
2011-08-19,0.49,0.47,0.46,0.46,0.48,0.53,0.61,0.7,0.81,0.93,1.06,17.865126873416216,-17.328679340388447,-19.453488569869837,7.19495632079819
2011-08-22,0.49,0.47,0.45,0.44,0.46,0.51,0.58,0.68,0.79,0.91,1.03,12.382742379808938,-11.831725819914428,-13.927931642306126,5.651561720592081
2011-08-23,0.5,0.49,0.48,0.47,0.48,0.53,0.61,0.7,0.81,0.93,1.05,19.07090946676534,-18.515674131780212,-20.810249807484936,7.473425413133349
2011-08-24,0.51,0.49,0.48,0.47,0.5,0.56,0.64,0.74,0.86,0.98,1.1,9.282167835728153,-8.712380495499088,-10.446263880451806,4.654679924261575
2011-08-25,0.51,0.5,0.48,0.46,0.49,0.55,0.64,0.75,0.87,1.0,1.12,8.847708800329087,-8.261448230714638,-10.148797675848622,4.320660225316944
2011-08-26,0.52,0.51,0.49,0.48,0.51,0.58,0.67,0.78,0.9,1.03,1.16,8.901219265805054,-8.311111978699367,-10.09878072712158,4.326447705734016
2011-08-30,0.51,0.5,0.48,0.48,0.5,0.57,0.66,0.77,0.89,1.02,1.16,11.80207301374547,-11.229156722752283,-13.161830453785111,5.202583296972389
2011-08-31,0.51,0.49,0.48,0.48,0.52,0.59,0.69,0.81,0.95,1.08,1.22,8.657888606545116,-8.081796121977998,-9.79619056711767,4.085898098639118
2011-09-01,0.51,0.48,0.47,0.46,0.5,0.57,0.67,0.78,0.91,1.04,1.17,6.912032585114458,-6.32889064693738,-8.0296500477859,3.5437195315738954
2011-09-02,0.52,0.5,0.47,0.45,0.46,0.51,0.59,0.7,0.82,0.95,1.08,13.763043194803725,-13.163124780823564,-15.748376224708101,5.603912929917443
2011-09-05,0.51,0.48,0.46,0.43,0.44,0.48,0.55,0.64,0.75,0.86,0.99,16.339228422305972,-15.75980878454395,-18.50876726637458,6.569952266791867
2011-09-06,0.5,0.48,0.45,0.43,0.44,0.48,0.55,0.65,0.76,0.88,1.0,14.508172054212176,-13.934665675879256,-16.514999735358153,6.07471595122509
2011-09-07,0.5,0.48,0.45,0.43,0.44,0.48,0.55,0.65,0.76,0.88,1.01,18.95481415762838,-18.384356281889005,-21.26693191124834,7.063581035566788
2011-09-08,0.5,0.47,0.45,0.44,0.44,0.48,0.55,0.65,0.76,0.87,1.0,17.9375033871017,-17.3738690540166,-20.091085591115306,6.968946451961064
2011-09-09,0.5,0.47,0.44,0.41,0.42,0.46,0.53,0.61,0.72,0.83,0.94,9.983895299632973,-9.406172177616876,-11.736895246053589,4.957893235102101
2011-09-12,0.5,0.46,0.43,0.4,0.39,0.42,0.48,0.55,0.64,0.74,0.85,13.248581404272926,-12.675425094397413,-15.453420936442892,6.128189697685614
2011-09-13,0.49,0.45,0.42,0.4,0.41,0.45,0.51,0.59,0.68,0.79,0.9,9.186444076315816,-8.628744379357427,-10.811518187019841,4.885934886662841
2011-09-14,0.49,0.45,0.43,0.42,0.43,0.47,0.53,0.62,0.72,0.83,0.95,13.023719784473492,-12.475784287451308,-14.811318433488456,5.972974303086374
2011-09-15,0.49,0.45,0.43,0.42,0.43,0.48,0.55,0.64,0.75,0.87,0.99,11.035859147958696,-10.48226263120621,-12.699003353894913,5.215642095009963
2011-09-16,0.5,0.46,0.44,0.42,0.43,0.47,0.54,0.63,0.73,0.85,0.97,12.513615026372829,-11.94749238802949,-14.381519282425526,5.661471371063442
2011-09-19,0.49,0.45,0.43,0.41,0.41,0.45,0.52,0.6,0.7,0.81,0.93,12.955586722775697,-12.39970085166113,-14.896644717327575,5.8909224241864475
2011-09-20,0.49,0.45,0.43,0.4,0.41,0.45,0.52,0.61,0.71,0.83,0.94,10.094966874629847,-9.530555643339236,-11.86157617463342,4.9568697868049
2011-09-21,0.5,0.46,0.43,0.42,0.43,0.48,0.54,0.63,0.73,0.85,0.96,9.047992862750364,-8.480387172089245,-10.599330200164403,4.684860816968334
2011-09-22,0.5,0.46,0.43,0.41,0.42,0.46,0.53,0.62,0.72,0.82,0.93,6.656402515041259,-6.077386470717179,-8.052348594509699,3.87643286809463
2011-09-23,0.5,0.46,0.43,0.41,0.43,0.48,0.55,0.65,0.75,0.86,0.97,5.8856793135282945,-5.30315721113106,-7.173043817149327,3.4687907094568873
2011-09-26,0.5,0.46,0.43,0.41,0.43,0.49,0.57,0.67,0.78,0.9,1.01,5.699334218669666,-5.1099500832044615,-7.000624640805008,3.2589542389749164
2011-09-27,0.51,0.47,0.44,0.44,0.47,0.53,0.62,0.73,0.85,0.97,1.09,5.589554362331527,-4.996216133469294,-6.754883369491388,3.1152285545316776
2011-09-28,0.51,0.47,0.45,0.44,0.47,0.54,0.63,0.74,0.86,0.98,1.1,5.4185587240468935,-4.8237472487633895,-6.5479932386640485,3.0344127367615
2011-09-29,0.51,0.48,0.46,0.45,0.48,0.54,0.63,0.73,0.85,0.97,1.09,6.660019519453517,-6.075760178188668,-7.815343379020904,3.613509136394323
2011-09-30,0.51,0.48,0.47,0.46,0.49,0.54,0.62,0.72,0.82,0.94,1.05,7.216293446883435,-6.645365313134823,-8.272171632898347,4.04948720335332
2011-10-03,0.52,0.48,0.46,0.45,0.47,0.52,0.59,0.68,0.78,0.89,1.0,6.649973038716494,-6.064093873921369,-7.809883142254405,3.881888278766861
2011-10-04,0.51,0.48,0.45,0.44,0.45,0.5,0.56,0.65,0.74,0.84,0.95,6.952836742925823,-6.375366189096615,-8.170219953210776,4.134713654275671
2011-10-05,0.51,0.48,0.46,0.45,0.47,0.52,0.59,0.68,0.79,0.9,1.01,7.95091034438658,-7.376659850895431,-9.18484447108271,4.354078556567824
2011-10-06,0.52,0.5,0.49,0.51,0.55,0.61,0.68,0.77,0.87,0.98,1.08,5.660603194749715,-5.10178526462266,-6.167042098030153,3.6791911302987415
2011-10-07,0.52,0.51,0.51,0.53,0.57,0.63,0.71,0.81,0.91,1.02,1.13,7.000697925941432,-6.4472274814263955,-7.436360443940501,4.244245485104054
2011-10-10,0.52,0.51,0.51,0.54,0.59,0.66,0.75,0.86,0.97,1.09,1.2,5.683022439253466,-5.126000677846589,-6.049644232429678,3.4410659956054697
2011-10-11,0.52,0.5,0.5,0.52,0.57,0.64,0.73,0.84,0.95,1.06,1.18,5.194017505839276,-4.628726992095882,-5.682064567142124,3.1680657280254403
2011-10-12,0.52,0.51,0.5,0.53,0.58,0.66,0.76,0.88,1.01,1.14,1.27,6.630256339927461,-6.061029848063799,-7.249759330004,3.5201462655636995
2011-10-13,0.52,0.51,0.49,0.47,0.52,0.6,0.7,0.81,0.93,1.05,1.17,5.105091888642994,-4.499322461401421,-6.004241337717773,2.886024451053518
2011-10-14,0.52,0.52,0.49,0.48,0.55,0.64,0.75,0.87,0.99,1.12,1.25,4.7739453484868974,-4.164388339255318,-5.597648864627825,2.60905594195561
2011-10-17,0.52,0.52,0.49,0.47,0.52,0.61,0.71,0.82,0.93,1.05,1.18,4.9800398023502455,-4.371106521545708,-5.859370646399007,2.827678427644902
2011-10-18,0.52,0.51,0.5,0.5,0.52,0.58,0.66,0.76,0.88,0.99,1.11,10.297650851953264,-9.722743591295458,-11.371561507342673,5.109666806323455
2011-10-19,0.52,0.51,0.5,0.51,0.54,0.61,0.69,0.79,0.9,1.02,1.14,8.675571292786678,-8.108886431562174,-9.477754565733049,4.615931049998776
2011-10-20,0.53,0.52,0.51,0.53,0.57,0.62,0.7,0.79,0.9,1.02,1.14,13.79449215289567,-13.233398662062914,-14.627764253817103,6.4653993739243525
2011-10-21,0.53,0.53,0.52,0.55,0.59,0.65,0.73,0.83,0.94,1.07,1.19,15.075864407462303,-14.518254838708565,-15.751134492000734,6.795710713165829
2011-10-24,0.53,0.53,0.53,0.54,0.58,0.65,0.74,0.85,0.97,1.09,1.21,8.5439428689352,-7.969164050067972,-9.16217972783971,4.500344459961971
2011-10-25,0.53,0.53,0.53,0.53,0.57,0.63,0.72,0.82,0.94,1.06,1.18,10.806997958839435,-10.23173198588762,-11.59866047832729,5.3138566326209355
2011-10-26,0.53,0.52,0.52,0.55,0.59,0.64,0.71,0.8,0.91,1.02,1.14,20.80822969945149,-20.261628365684327,-21.474698834119167,8.757347741245043
2011-10-27,0.52,0.52,0.51,0.54,0.6,0.68,0.77,0.88,1.01,1.14,1.27,7.767041718606687,-7.210317013222896,-8.242722502073486,4.099775185935322
2011-10-28,0.53,0.52,0.51,0.52,0.56,0.63,0.72,0.84,0.97,1.11,1.25,12.591273253094796,-12.010680037298616,-13.70846606370325,5.377309946155801
2011-10-31,0.52,0.51,0.5,0.49,0.51,0.57,0.66,0.76,0.88,1.0,1.13,12.098725471381304,-11.517881775332185,-13.419747851883056,5.460510582537882
2011-11-01,0.52,0.52,0.52,0.53,0.55,0.59,0.66,0.75,0.85,0.96,1.07,33.49700967322236,-32.94394495706422,-34.927259529963756,11.427082018653913
2011-11-02,0.52,0.52,0.52,0.52,0.55,0.6,0.67,0.77,0.87,0.98,1.1,19.12842160368645,-18.57083392362872,-20.21308990225059,8.030341270472542
2011-11-03,0.53,0.52,0.52,0.53,0.56,0.61,0.69,0.79,0.9,1.02,1.14,16.3611531967192,-15.79454486096078,-17.39635516003627,7.060874490506665
2011-11-04,0.53,0.52,0.53,0.54,0.56,0.6,0.67,0.76,0.86,0.97,1.09,44.43753678740781,-43.878738177958326,-46.09473555585291,13.305464402011573
2011-11-07,0.53,0.53,0.55,0.57,0.58,0.61,0.67,0.75,0.84,0.94,1.06,149.65750434369866,-149.09994369145954,-152.15195857259604,27.686105780543457
2011-11-08,0.52,0.53,0.54,0.55,0.58,0.62,0.68,0.75,0.84,0.94,1.05,58.18263193522787,-57.63921024170908,-59.2706485520868,17.26445565839257
2011-11-09,0.51,0.5,0.5,0.51,0.52,0.55,0.6,0.67,0.76,0.87,0.98,135.25060925822584,-134.70708523240285,-139.07082928574513,24.92205533133649
2011-11-10,0.52,0.51,0.52,0.53,0.55,0.58,0.63,0.71,0.8,0.9,1.01,105.54308415251747,-104.99752963229814,-108.1572204504446,22.639146436593606
2011-11-11,0.52,0.51,0.52,0.53,0.55,0.59,0.65,0.73,0.83,0.94,1.05,73.89407637153109,-73.34853577959217,-76.01966413733628,18.083989374434168
2011-11-14,0.52,0.51,0.5,0.5,0.52,0.55,0.6,0.68,0.77,0.88,0.99,58.52494070239315,-57.96724129035468,-61.23527034940592,15.46935486888789
2011-11-15,0.51,0.5,0.5,0.5,0.52,0.55,0.6,0.67,0.76,0.85,0.96,54.409270088446846,-53.86847859201369,-56.60549854575708,15.80002498719168
2011-11-16,0.52,0.51,0.51,0.51,0.53,0.57,0.62,0.69,0.77,0.87,0.97,36.317926725608906,-35.770285964881054,-37.90707100357547,12.855598149996693
2011-11-17,0.5,0.48,0.48,0.49,0.51,0.55,0.6,0.67,0.76,0.85,0.96,32.338030669323224,-31.815537295353572,-33.81933202996052,11.966263383052487
2011-11-18,0.5,0.47,0.47,0.48,0.5,0.54,0.59,0.66,0.74,0.84,0.95,30.872309143342775,-30.35160399428102,-32.45254410738306,11.526869814480378
2011-11-21,0.5,0.47,0.46,0.47,0.49,0.52,0.57,0.64,0.73,0.82,0.93,25.803320639417514,-25.27655691614919,-27.475681253338852,10.229065195580006
2011-11-22,0.49,0.47,0.46,0.47,0.48,0.52,0.57,0.63,0.72,0.82,0.92,35.22429166422067,-34.70559137987919,-37.14242118368463,12.309604804813837
2011-11-23,0.51,0.48,0.47,0.48,0.49,0.52,0.56,0.62,0.7,0.8,0.9,50.48884720858396,-49.95153918090686,-53.06131346490925,15.10112278004716
2011-11-24,0.51,0.48,0.47,0.48,0.49,0.51,0.55,0.61,0.68,0.77,0.87,49.88442742368069,-49.34800998924421,-52.42600477773644,15.481735694879767
2011-11-25,0.49,0.46,0.46,0.46,0.48,0.51,0.56,0.62,0.71,0.8,0.91,40.729981663620364,-40.214038222801,-42.87244810399581,13.3635742265923
2011-11-28,0.5,0.46,0.45,0.45,0.46,0.49,0.53,0.6,0.68,0.77,0.88,30.26448184693705,-29.732890456886437,-32.51183030739413,11.042164731674308
2011-11-29,0.49,0.45,0.44,0.45,0.46,0.48,0.53,0.6,0.68,0.78,0.88,30.842246643363108,-30.3227529281439,-33.01922346525891,11.179765703434638
2011-11-30,0.49,0.46,0.45,0.46,0.49,0.52,0.58,0.65,0.74,0.84,0.95,17.001275832036605,-16.483807555527225,-18.271249934283375,7.922690870058574
2011-12-01,0.49,0.45,0.44,0.44,0.46,0.5,0.55,0.62,0.71,0.81,0.92,14.657991218808021,-14.133468646344436,-16.10230428143549,7.083931129227433
2011-12-02,0.5,0.46,0.45,0.45,0.46,0.49,0.54,0.61,0.7,0.8,0.9,17.929067778686584,-17.391103842351832,-19.662259932305012,7.986582725858195
2011-12-05,0.48,0.46,0.45,0.44,0.45,0.49,0.54,0.62,0.71,0.81,0.93,38.88936227923196,-38.36724477112758,-41.46210551880683,12.06341651100342
2011-12-06,0.49,0.46,0.44,0.44,0.45,0.47,0.52,0.58,0.67,0.77,0.88,54.31901443661883,-53.79017236194363,-57.655093624561786,14.712982471838105
2011-12-07,0.49,0.46,0.44,0.43,0.44,0.46,0.51,0.58,0.67,0.77,0.88,40.42202386624084,-39.88663794197859,-43.481846600050055,12.23522213112945
2011-12-08,0.49,0.47,0.45,0.44,0.44,0.45,0.49,0.55,0.62,0.71,0.81,69.01966422378723,-68.4830712236681,-73.05776080995416,17.440864176173903
2011-12-09,0.49,0.46,0.44,0.43,0.43,0.45,0.5,0.56,0.64,0.74,0.85,56.51358013031131,-55.97784248836323,-60.27611284433138,14.887445321374969
2011-12-12,0.5,0.48,0.47,0.46,0.45,0.47,0.5,0.56,0.63,0.72,0.83,173.70462761002383,-173.1572183085158,-180.18732747918062,28.223611782952613
2011-12-13,0.49,0.47,0.46,0.44,0.44,0.46,0.51,0.57,0.65,0.74,0.84,47.63377708269132,-47.09640573133916,-50.84391049577069,14.080176526190442
2011-12-14,0.49,0.47,0.46,0.44,0.44,0.45,0.49,0.54,0.62,0.71,0.81,139.0730445660943,-138.53445008838756,-144.99215291832283,25.02355829269431
2011-12-15,0.49,0.45,0.44,0.43,0.44,0.46,0.49,0.55,0.63,0.72,0.82,49.97530836277868,-49.44960975424645,-53.247566927564385,14.656913187410648
2011-12-16,0.49,0.46,0.44,0.42,0.42,0.43,0.47,0.52,0.6,0.68,0.78,51.49343080728756,-50.955351022438165,-55.27651969186983,14.731726552194127
2011-12-19,0.49,0.47,0.46,0.44,0.44,0.46,0.5,0.56,0.63,0.72,0.81,46.375467535801334,-45.84034537699662,-49.48854150664352,14.335351286756108
2011-12-20,0.48,0.46,0.45,0.44,0.45,0.47,0.51,0.57,0.65,0.73,0.83,45.548262204183956,-45.03067286744569,-48.28380524623516,14.425404672453055
2011-12-21,0.5,0.48,0.47,0.46,0.46,0.48,0.52,0.57,0.64,0.73,0.82,56.571918045579835,-56.03214791923344,-59.77971888833268,16.401366495961934
2011-12-22,0.49,0.47,0.46,0.45,0.45,0.46,0.5,0.55,0.62,0.7,0.8,116.44753918084616,-115.91693610358028,-121.33444484524556,23.992218869010586
2011-12-23,0.49,0.48,0.46,0.45,0.44,0.46,0.5,0.55,0.62,0.71,0.8,66.51654485843453,-65.97808777511992,-70.32409787933993,17.56728749642309
2011-12-28,0.49,0.47,0.45,0.44,0.45,0.47,0.51,0.56,0.63,0.71,0.8,28.983130157195916,-28.45594422274393,-31.17717538268468,11.586713361920546
2011-12-29,0.49,0.46,0.43,0.41,0.41,0.43,0.47,0.52,0.59,0.67,0.76,15.319941591517297,-14.778447177109047,-17.3066971567394,7.705771555126147
2011-12-30,0.49,0.47,0.45,0.44,0.44,0.46,0.49,0.54,0.61,0.68,0.77,38.02365880440051,-37.49423716888754,-40.72181235061846,13.59806952307041
2012-01-03,0.5,0.48,0.48,0.48,0.49,0.51,0.54,0.59,0.66,0.74,0.83,62.72464530269056,-62.196396089890925,-65.36259663442104,18.64953438425438
